row_id,text,disease,provenance,derived_from,group_id,symptom_terms,source_name,source_url,source_section,source_quote,source_fetched_at,source_note
hiv-para-025,"she has had swollen glands, throat pain and a skin rash for the last few days",hiv,paraphrase,hiv-comb-008,hiv-comb-008,rash|sore throat|swollen glands,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,"Wording variant of hiv-comb-008. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
hiv-para-026,"i have had a skin rash, diarrhea, a fever and pain in my head for the last few days",hiv,paraphrase,hiv-comb-009,hiv-comb-009,diarrhea|fever|headache|rash,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,"Wording variant of hiv-comb-009. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
hiv-src-001,fever headache rash sore throat swollen lymph nodes weight loss diarrhoea cough,hiv,source,,hiv-src-001,cough|diarrhea|fever|headache|rash|sore throat|swollen glands|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,"Full symptom set attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet, in the order the passage lists them."
hiv-comb-001,rash swollen lymph nodes weight loss cough,hiv,source_combination,,hiv-comb-001,cough|rash|swollen glands|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-002,headache swollen lymph nodes cough,hiv,source_combination,,hiv-comb-002,cough|headache|swollen glands,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-003,fever swollen lymph nodes weight loss diarrhoea,hiv,source_combination,,hiv-comb-003,diarrhea|fever|swollen glands|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-004,headache rash sore throat diarrhoea cough,hiv,source_combination,,hiv-comb-004,cough|diarrhea|headache|rash|sore throat,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-005,headache rash weight loss cough,hiv,source_combination,,hiv-comb-005,cough|headache|rash|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-006,rash weight loss cough,hiv,source_combination,,hiv-comb-006,cough|rash|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-007,fever rash sore throat cough,hiv,source_combination,,hiv-comb-007,cough|fever|rash|sore throat,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-008,rash sore throat swollen lymph nodes,hiv,source_combination,,hiv-comb-008,rash|sore throat|swollen glands,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-009,fever headache rash diarrhoea,hiv,source_combination,,hiv-comb-009,diarrhea|fever|headache|rash,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-010,headache rash sore throat swollen lymph nodes diarrhoea cough,hiv,source_combination,,hiv-comb-010,cough|diarrhea|headache|rash|sore throat|swollen glands,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-011,fever headache rash sore throat diarrhoea cough,hiv,source_combination,,hiv-comb-011,cough|diarrhea|fever|headache|rash|sore throat,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-012,fever headache rash swollen lymph nodes weight loss cough,hiv,source_combination,,hiv-comb-012,cough|fever|headache|rash|swollen glands|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-013,fever rash sore throat swollen lymph nodes diarrhoea,hiv,source_combination,,hiv-comb-013,diarrhea|fever|rash|sore throat|swollen glands,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-014,fever rash cough,hiv,source_combination,,hiv-comb-014,cough|fever|rash,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-015,fever rash swollen lymph nodes weight loss diarrhoea cough,hiv,source_combination,,hiv-comb-015,cough|diarrhea|fever|rash|swollen glands|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
hiv-comb-016,fever rash sore throat swollen lymph nodes weight loss diarrhoea,hiv,source_combination,,hiv-comb-016,diarrhea|fever|rash|sore throat|swollen glands|weight loss,WHO HIV and AIDS Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/hiv-aids,Signs and symptoms,"The signs and symptoms of HIV vary depending on the stage of infection. HIV spreads more easily in the first few months after a person is infected, but many are unaware of their status until the later stages. In the first few weeks after being infected people may not experience symptoms. Others may have an influenza-like illness including: fever headache rash sore throat. The infection progressively weakens the immune system. This can cause other signs and symptoms: swollen lymph nodes weight loss diarrhoea cough. Without treatment, people living with HIV infection can also develop severe illnesses: tuberculosis (TB) cryptococcal meningitis severe bacterial infections cancers such as lymphomas and Kaposi's sarcoma. HIV can make other infections, such as hepatitis C, hepatitis B and mpox, get worse.",2026-09-19T01:48:28.584789+00:00,Subset of the symptoms attested by the 'Signs and symptoms' section of WHO HIV and AIDS Fact Sheet. Every term appears in source_quote; the co-occurrence shown here is synthetic.
malaria-para-001,"i started with altered mental status, fits, chills, a high temperature, head pain, feeling tired and trouble catching my breath since yesterday",malaria,paraphrase,malaria-src-002,malaria-src-002,chills|confusion|fatigue|fever|headache|seizures|shortness of breath,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Overview,"Symptoms can be mild or life-threatening. Mild symptoms are fever, chills and headache. Severe symptoms include fatigue, confusion, seizures, and difficulty breathing.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-src-002. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-002,"i have been having a high temperature, bleeding, head pain, fatigue, yellow eyes, difficulty breathing and shivering for the past two days",malaria,paraphrase,malaria-src-003,malaria-src-003,bleeding|chills|fatigue|fever|headache|jaundice|shortness of breath,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Symptoms,"The most common early symptoms of malaria are fever, headache and chills. Symptoms usually start within 10–15 days of getting bitten by an infected mosquito. Symptoms may be mild for some people, especially for those who have had a malaria infection before. Because some malaria symptoms are not specific, getting tested early is important. Some types of malaria can cause severe illness and death. Infants, children under 5 years, pregnant women, travellers and people with HIV or AIDS are at higher risk. Severe symptoms include: extreme tiredness and fatigue impaired consciousness multiple convulsions difficulty breathing dark or bloody urine jaundice (yellowing of the eyes and skin) abnormal bleeding. People with severe symptoms should get emergency care right away. Getting treatment early for mild malaria can stop the infection from becoming severe. Malaria infection during pregnancy can also cause premature delivery or delivery of a baby with low birth weight.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-src-003. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-003,"i have been having nausea, shivering and a high temperature for the last few days",malaria,paraphrase,malaria-comb-001,malaria-comb-001,chills|fever|nausea,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,Symptoms,"Malaria symptoms range from very mild illness to severe disease and even death. Early symptoms can include: Fever and flu-like illness Chills Headache, muscle aches, and tiredness Nausea, vomiting, and diarrhea may also occur If not treated quickly, the infection can become severe. Severe symptoms can include Kidney failure Seizures Mental confusion Coma",2026-09-19T01:48:28.961858+00:00,"Wording variant of malaria-comb-001. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-004,"she has had head pain, a high temperature and seizures for three days",malaria,paraphrase,malaria-comb-002,malaria-comb-002,fever|headache|seizures,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Overview,"Symptoms can be mild or life-threatening. Mild symptoms are fever, chills and headache. Severe symptoms include fatigue, confusion, seizures, and difficulty breathing.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-002. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-005,"i am experiencing shivering, bleeding gums and no energy",malaria,paraphrase,malaria-comb-003,malaria-comb-003,bleeding|chills|fatigue,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Symptoms,"The most common early symptoms of malaria are fever, headache and chills. Symptoms usually start within 10–15 days of getting bitten by an infected mosquito. Symptoms may be mild for some people, especially for those who have had a malaria infection before. Because some malaria symptoms are not specific, getting tested early is important. Some types of malaria can cause severe illness and death. Infants, children under 5 years, pregnant women, travellers and people with HIV or AIDS are at higher risk. Severe symptoms include: extreme tiredness and fatigue impaired consciousness multiple convulsions difficulty breathing dark or bloody urine jaundice (yellowing of the eyes and skin) abnormal bleeding. People with severe symptoms should get emergency care right away. Getting treatment early for mild malaria can stop the infection from becoming severe. Malaria infection during pregnancy can also cause premature delivery or delivery of a baby with low birth weight.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-003. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-006,"bleeding, feeling feverish and shivering since yesterday",malaria,paraphrase,malaria-comb-004,malaria-comb-004,bleeding|chills|fever,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Symptoms,"The most common early symptoms of malaria are fever, headache and chills. Symptoms usually start within 10–15 days of getting bitten by an infected mosquito. Symptoms may be mild for some people, especially for those who have had a malaria infection before. Because some malaria symptoms are not specific, getting tested early is important. Some types of malaria can cause severe illness and death. Infants, children under 5 years, pregnant women, travellers and people with HIV or AIDS are at higher risk. Severe symptoms include: extreme tiredness and fatigue impaired consciousness multiple convulsions difficulty breathing dark or bloody urine jaundice (yellowing of the eyes and skin) abnormal bleeding. People with severe symptoms should get emergency care right away. Getting treatment early for mild malaria can stop the infection from becoming severe. Malaria infection during pregnancy can also cause premature delivery or delivery of a baby with low birth weight.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-004. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-007,"i have been having trouble catching my breath, altered mental status, head pain and shivering for the past two days",malaria,paraphrase,malaria-comb-005,malaria-comb-005,chills|confusion|headache|shortness of breath,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Overview,"Symptoms can be mild or life-threatening. Mild symptoms are fever, chills and headache. Severe symptoms include fatigue, confusion, seizures, and difficulty breathing.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-005. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-008,"he has a high temperature, shortness of breath, jaundice, the chills and pain in my head",malaria,paraphrase,malaria-comb-006,malaria-comb-006,chills|fever|headache|jaundice|shortness of breath,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Symptoms,"The most common early symptoms of malaria are fever, headache and chills. Symptoms usually start within 10–15 days of getting bitten by an infected mosquito. Symptoms may be mild for some people, especially for those who have had a malaria infection before. Because some malaria symptoms are not specific, getting tested early is important. Some types of malaria can cause severe illness and death. Infants, children under 5 years, pregnant women, travellers and people with HIV or AIDS are at higher risk. Severe symptoms include: extreme tiredness and fatigue impaired consciousness multiple convulsions difficulty breathing dark or bloody urine jaundice (yellowing of the eyes and skin) abnormal bleeding. People with severe symptoms should get emergency care right away. Getting treatment early for mild malaria can stop the infection from becoming severe. Malaria infection during pregnancy can also cause premature delivery or delivery of a baby with low birth weight.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-006. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-009,"my symptoms are altered mental status, pain in my head, seizures, difficulty breathing, the chills and no energy",malaria,paraphrase,malaria-comb-007,malaria-comb-007,chills|confusion|fatigue|headache|seizures|shortness of breath,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Overview,"Symptoms can be mild or life-threatening. Mild symptoms are fever, chills and headache. Severe symptoms include fatigue, confusion, seizures, and difficulty breathing.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-007. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-010,"he has yellow eyes, a fever, chills and bleeding",malaria,paraphrase,malaria-comb-008,malaria-comb-008,bleeding|chills|fever|jaundice,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Symptoms,"The most common early symptoms of malaria are fever, headache and chills. Symptoms usually start within 10–15 days of getting bitten by an infected mosquito. Symptoms may be mild for some people, especially for those who have had a malaria infection before. Because some malaria symptoms are not specific, getting tested early is important. Some types of malaria can cause severe illness and death. Infants, children under 5 years, pregnant women, travellers and people with HIV or AIDS are at higher risk. Severe symptoms include: extreme tiredness and fatigue impaired consciousness multiple convulsions difficulty breathing dark or bloody urine jaundice (yellowing of the eyes and skin) abnormal bleeding. People with severe symptoms should get emergency care right away. Getting treatment early for mild malaria can stop the infection from becoming severe. Malaria infection during pregnancy can also cause premature delivery or delivery of a baby with low birth weight.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-008. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-011,"my child has throwing up, loose stools, pain in my head, shivering and fits",malaria,paraphrase,malaria-comb-009,malaria-comb-009,chills|diarrhea|headache|seizures|vomiting,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,Symptoms,"Malaria symptoms range from very mild illness to severe disease and even death. Early symptoms can include: Fever and flu-like illness Chills Headache, muscle aches, and tiredness Nausea, vomiting, and diarrhea may also occur If not treated quickly, the infection can become severe. Severe symptoms can include Kidney failure Seizures Mental confusion Coma",2026-09-19T01:48:28.961858+00:00,"Wording variant of malaria-comb-009. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-012,"patient reports pain in my head, aching muscles, seizures and altered mental status",malaria,paraphrase,malaria-comb-010,malaria-comb-010,confusion|headache|muscle pain|seizures,CDC Malaria About,https://www.cdc.gov/malaria/about/index.html,Symptoms,"Malaria symptoms range from very mild illness to severe disease and even death. Early symptoms can include: Fever and flu-like illness Chills Headache, muscle aches, and tiredness Nausea, vomiting, and diarrhea may also occur If not treated quickly, the infection can become severe. Severe symptoms can include Kidney failure Seizures Mental confusion Coma",2026-09-19T01:48:28.961858+00:00,"Wording variant of malaria-comb-010. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
malaria-para-013,"i am experiencing a headache, trouble catching my breath, no energy, confusion and a fever",malaria,paraphrase,malaria-comb-011,malaria-comb-011,confusion|fatigue|fever|headache|shortness of breath,WHO Malaria Fact Sheet,https://www.who.int/news-room/fact-sheets/detail/malaria,Overview,"Symptoms can be mild or life-threatening. Mild symptoms are fever, chills and headache. Severe symptoms include fatigue, confusion, seizures, and difficulty breathing.",2026-09-19T01:48:29.317930+00:00,"Wording variant of malaria-comb-011. Same symptom set, patient-voice phrasing and synonyms only; no clinical content added."
